REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,value
Cuba,MINBIO2,2,2029,999999.0
Cuba,MINBIO2,2,2030,999999.0
Cuba,MINBIO2,2,2031,999999.0
Cuba,MINBIO2,2,2032,999999.0
Cuba,MINBIO2,2,2033,999999.0
Cuba,MINBIO2,2,2034,999999.0
Cuba,MINBIO2,2,2035,999999.0
Cuba,MINBIO2,2,2036,999999.0
Cuba,MINBIO2,2,2037,999999.0
Cuba,MINBIO2,2,2038,999999.0
Cuba,MINBIO2,2,2039,999999.0
Cuba,MINBIO2,2,2040,999999.0
Cuba,MINBIO2,2,2041,999999.0
Cuba,MINBIO2,2,2042,999999.0
Cuba,MINBIO2,2,2043,999999.0
Cuba,MINBIO2,2,2044,999999.0
Cuba,MINBIO2,2,2045,999999.0
Cuba,MINBIO2,2,2046,999999.0
Cuba,MINBIO2,2,2047,999999.0
Cuba,MINBIO2,2,2048,999999.0
Cuba,MINBIO2,2,2049,999999.0
Cuba,MINBIO2,2,2050,999999.0
Cuba,IMPBIO,1,2019,6.16
Cuba,IMPBIO,1,2020,6.16
Cuba,IMPBIO,1,2021,6.16
Cuba,IMPBIO,1,2022,6.16
Cuba,IMPBIO,1,2023,6.16
Cuba,IMPBIO,1,2024,6.16
Cuba,IMPBIO,1,2025,6.16
Cuba,IMPBIO,1,2026,6.16
Cuba,IMPBIO,1,2027,6.16
Cuba,IMPBIO,1,2028,6.16
Cuba,IMPBIO,1,2029,6.16
Cuba,IMPBIO,1,2030,6.16
Cuba,IMPBIO,1,2031,6.16
Cuba,IMPBIO,1,2032,6.16
Cuba,IMPBIO,1,2033,6.16
Cuba,IMPBIO,1,2034,6.16
Cuba,IMPBIO,1,2035,6.16
Cuba,IMPBIO,1,2036,6.16
Cuba,IMPBIO,1,2037,6.16
Cuba,IMPBIO,1,2038,6.16
Cuba,IMPBIO,1,2039,6.16
Cuba,IMPBIO,1,2040,6.16
Cuba,IMPBIO,1,2041,6.16
Cuba,IMPBIO,1,2042,6.16
Cuba,IMPBIO,1,2043,6.16
Cuba,IMPBIO,1,2044,6.16
Cuba,IMPBIO,1,2045,6.16
Cuba,IMPBIO,1,2046,6.16
Cuba,IMPBIO,1,2047,6.16
Cuba,IMPBIO,1,2048,6.16
Cuba,IMPBIO,1,2049,6.16
Cuba,IMPBIO,1,2050,6.16
Cuba,IMPBIO,2,2019,999999.0
Cuba,IMPBIO,2,2020,999999.0
Cuba,IMPBIO,2,2021,999999.0
Cuba,IMPBIO,2,2022,999999.0
Cuba,IMPBIO,2,2023,999999.0
Cuba,IMPBIO,2,2024,999999.0
Cuba,IMPBIO,2,2025,999999.0
Cuba,IMPBIO,2,2026,999999.0
Cuba,IMPBIO,2,2027,999999.0
Cuba,IMPBIO,2,2028,999999.0
Cuba,IMPBIO,2,2029,999999.0
Cuba,IMPBIO,2,2030,999999.0
Cuba,IMPBIO,2,2031,999999.0
Cuba,IMPBIO,2,2032,999999.0
Cuba,IMPBIO,2,2033,999999.0
Cuba,IMPBIO,2,2034,999999.0
Cuba,IMPBIO,2,2035,999999.0
Cuba,IMPBIO,2,2036,999999.0
Cuba,IMPBIO,2,2037,999999.0
Cuba,IMPBIO,2,2038,999999.0
Cuba,IMPBIO,2,2039,999999.0
Cuba,IMPBIO,2,2040,999999.0
Cuba,IMPBIO,2,2041,999999.0
Cuba,IMPBIO,2,2042,999999.0
Cuba,IMPBIO,2,2043,999999.0
Cuba,IMPBIO,2,2044,999999.0
Cuba,IMPBIO,2,2045,999999.0
Cuba,IMPBIO,2,2046,999999.0
Cuba,IMPBIO,2,2047,999999.0
Cuba,IMPBIO,2,2048,999999.0
Cuba,IMPBIO,2,2049,999999.0
Cuba,IMPBIO,2,2050,999999.0
Cuba,PWRTRANS,1,2019,0.081
Cuba,PWRTRANS,1,2020,0.081
Cuba,PWRTRANS,1,2021,0.081
Cuba,PWRTRANS,1,2022,0.081
Cuba,PWRTRANS,1,2023,0.081
Cuba,PWRTRANS,1,2024,0.081
Cuba,PWRTRANS,1,2025,0.081
Cuba,PWRTRANS,1,2026,0.081
Cuba,PWRTRANS,1,2027,0.081
Cuba,PWRTRANS,1,2028,0.081
Cuba,PWRTRANS,1,2029,0.081
Cuba,PWRTRANS,1,2030,0.081
Cuba,PWRTRANS,1,2031,0.081
Cuba,PWRTRANS,1,2032,0.081
Cuba,PWRTRANS,1,2033,0.081
Cuba,PWRTRANS,1,2034,0.081
Cuba,PWRTRANS,1,2035,0.081
Cuba,PWRTRANS,1,2036,0.081
Cuba,PWRTRANS,1,2037,0.081
Cuba,PWRTRANS,1,2038,0.081
Cuba,PWRTRANS,1,2039,0.081
Cuba,PWRTRANS,1,2040,0.081
Cuba,PWRTRANS,1,2041,0.081
Cuba,PWRTRANS,1,2042,0.081
Cuba,PWRTRANS,1,2043,0.081
Cuba,PWRTRANS,1,2044,0.081
Cuba,PWRTRANS,1,2045,0.081
Cuba,PWRTRANS,1,2046,0.081
Cuba,PWRTRANS,1,2047,0.081
Cuba,PWRTRANS,1,2048,0.081
Cuba,PWRTRANS,1,2049,0.081
Cuba,PWRTRANS,1,2050,0.081
Cuba,DEMRES,1,2019,0.12811
Cuba,DEMRES,1,2020,0.12811
Cuba,DEMRES,1,2021,0.12811
Cuba,DEMRES,1,2022,0.12811
Cuba,DEMRES,1,2023,0.12811
Cuba,DEMRES,1,2024,0.12811
Cuba,DEMRES,1,2025,0.12811
Cuba,DEMRES,1,2026,0.12811
Cuba,DEMRES,1,2027,0.12811
Cuba,DEMRES,1,2028,0.12811
Cuba,DEMRES,1,2029,0.12811
Cuba,DEMRES,1,2030,0.12811
Cuba,DEMRES,1,2031,0.12811
Cuba,DEMRES,1,2032,0.12811
Cuba,DEMRES,1,2033,0.12811
Cuba,DEMRES,1,2034,0.12811
Cuba,DEMRES,1,2035,0.12811
Cuba,DEMRES,1,2036,0.12811
Cuba,DEMRES,1,2037,0.12811
Cuba,DEMRES,1,2038,0.12811
Cuba,DEMRES,1,2039,0.12811
Cuba,DEMRES,1,2040,0.12811
Cuba,DEMRES,1,2041,0.12811
Cuba,DEMRES,1,2042,0.12811
Cuba,DEMRES,1,2043,0.12811
Cuba,DEMRES,1,2044,0.12811
Cuba,DEMRES,1,2045,0.12811
Cuba,DEMRES,1,2046,0.12811
Cuba,DEMRES,1,2047,0.12811
Cuba,DEMRES,1,2048,0.12811
Cuba,DEMRES,1,2049,0.12811
Cuba,DEMRES,1,2050,0.12811
